N,P,K,temperature,humidity,ph,rainfall,label
50.03,49.05,39.25,23.76,75.79,7.19,169.05,Jute
67.91,48.53,36.66,24.0,78.06,6.77,151.51,Jute
61.52,48.51,42.16,23.29,76.12,7.25,198.6,Jute
77.48,50.67,34.67,26.07,73.56,6.4,171.81,Jute
86.34,61.3,40.31,25.25,75.11,6.36,193.46,Jute
70.33,57.1,43.25,24.96,79.57,7.59,172.81,Jute
68.93,35.85,45.61,24.17,77.84,6.47,194.23,Jute
69.75,40.05,39.48,24.1,76.49,6.73,182.85,Jute
72.82,43.34,38.54,26.03,75.56,6.01,168.5,Jute
75.73,59.03,42.57,23.81,81.05,6.74,190.58,Jute
66.34,32.51,36.48,22.06,80.28,6.83,163.44,Jute
78.39,48.68,41.55,25.41,74.28,6.42,185.35,Jute
81.02,48.13,45.44,24.17,72.75,6.91,166.56,Jute
78.72,42.29,39.0,25.92,73.99,6.45,189.63,Jute
67.12,43.17,41.44,25.2,78.05,6.47,182.45,Jute
71.5,43.71,43.01,24.09,75.7,6.81,161.62,Jute
82.25,51.0,35.03,24.71,73.07,7.16,156.93,Jute
96.44,26.81,30.14,26.45,52.41,7.37,160.5,Coffee
113.6,29.37,29.97,23.89,57.18,7.35,177.71,Coffee
93.8,10.91,29.47,25.14,58.75,6.95,167.52,Coffee
109.9,27.23,25.5,25.07,71.52,6.89,157.36,Coffee
103.59,27.08,24.04,25.2,59.81,7.23,150.95,Coffee
83.53,27.15,27.99,23.98,55.83,6.95,175.18,Coffee
104.83,28.16,31.18,25.63,63.48,5.84,152.22,Coffee
89.55,30.81,29.63,25.54,52.47,7.13,162.55,Coffee
105.57,20.93,28.07,25.78,56.53,6.91,106.78,Coffee
95.12,33.98,31.1,25.71,69.93,5.87,133.69,Coffee
95.99,29.29,32.19,24.42,64.99,6.6,174.23,Coffee
89.67,24.38,28.77,26.82,57.39,6.73,160.14,Coffee
105.45,29.43,30.53,24.98,58.25,6.76,154.99,Coffee
98.53,25.1,26.21,26.33,60.91,7.13,150.0,Coffee
82.62,23.21,29.5,26.43,49.65,6.77,160.27,Coffee
93.39,25.37,28.43,24.59,57.96,6.48,163.67,Coffee
92.65,20.49,34.42,26.7,50.69,6.46,154.85,Coffee
103.24,17.55,32.9,26.53,62.41,7.26,159.05,Coffee
104.49,32.79,32.75,24.45,63.17,6.5,160.08,Coffee
104.77,18.08,29.7,25.83,57.82,6.87,166.12,Coffee
99.69,26.12,33.46,26.09,61.0,6.39,163.42,Coffee
103.3,31.42,30.12,23.23,51.5,7.03,138.6,Coffee
104.37,25.57,29.58,25.38,55.67,6.74,138.31,Coffee
96.28,23.38,29.43,26.65,59.35,7.13,180.76,Coffee
108.55,27.67,30.82,26.58,60.45,7.12,162.28,Coffee
96.4,29.48,30.23,25.37,57.62,6.81,169.93,Coffee
108.89,26.77,31.5,27.09,59.25,6.33,176.02,Coffee
94.7,21.55,25.51,26.21,51.89,6.47,161.76,Coffee
107.22,21.74,29.66,24.41,57.26,6.85,139.97,Coffee
97.56,17.68,32.83,26.14,63.96,7.23,133.5,Coffee
96.42,15.53,37.85,25.31,65.19,6.29,169.93,Coffee
118.58,24.7,27.47,25.33,48.87,6.74,166.42,Coffee
99.64,23.58,31.32,26.26,51.7,6.78,198.72,Coffee
86.65,24.57,34.85,26.88,57.43,6.83,149.96,Coffee
92.52,24.63,29.3,25.64,56.26,6.27,149.17,Coffee
117.15,25.41,29.17,26.44,59.21,7.45,149.92,Coffee
107.0,21.23,31.26,25.84,59.72,6.56,137.24,Coffee
102.82,28.14,29.68,25.86,59.81,6.79,145.99,Coffee
100.18,38.49,30.78,26.31,62.19,6.65,175.88,Coffee
97.09,30.28,29.16,24.3,61.83,6.34,160.71,Coffee
88.06,23.4,26.42,29.03,51.73,6.75,172.87,Coffee
110.36,29.26,29.21,27.19,64.57,6.83,154.81,Coffee
96.96,20.45,33.09,27.14,55.58,6.69,147.13,Coffee
99.67,25.32,32.37,24.57,55.77,7.21,140.75,Coffee
87.37,22.57,29.17,27.44,64.62,7.18,166.4,Coffee
109.46,21.56,29.5,24.26,58.95,7.01,152.69,Coffee
113.11,19.29,31.25,23.94,60.47,7.03,145.71,Coffee
105.51,20.2,25.84,26.2,68.72,6.38,174.44,Coffee
100.43,18.32,27.17,25.52,57.98,6.26,116.12,Coffee
91.53,25.97,29.98,24.87,61.01,7.14,157.88,Coffee
98.79,29.64,27.6,25.22,58.99,6.29,141.6,Coffee
79.25,34.56,27.66,27.48,60.19,6.96,140.22,Coffee
102.08,28.25,31.66,26.47,58.16,6.57,118.12,Coffee
105.23,30.41,34.04,25.88,56.17,6.11,170.83,Coffee
82.04,23.3,29.44,25.41,60.18,6.8,101.69,Coffee
100.15,13.85,31.83,24.81,49.21,6.44,138.6,Coffee
111.91,25.98,30.86,26.98,59.52,7.03,163.68,Coffee
87.14,32.36,26.45,26.65,52.41,6.98,187.24,Coffee
97.87,23.72,31.53,25.09,69.09,6.82,143.6,Coffee
94.6,20.34,28.43,25.06,57.56,6.5,191.98,Coffee
89.7,25.73,31.48,26.29,59.71,6.66,159.03,Coffee
102.67,23.71,26.1,24.92,54.27,6.5,150.66,Coffee
103.59,33.9,28.66,26.47,61.53,7.24,161.52,Coffee
89.92,16.38,30.78,24.84,55.1,6.27,153.22,Coffee
115.08,22.96,31.48,25.37,53.55,7.03,128.11,Coffee
100.22,23.29,32.23,24.18,61.95,6.44,139.78,Coffee
63.65,35.46,31.38,24.54,54.38,6.56,164.34,Coffee
81.08,24.29,34.43,24.08,60.4,7.58,162.64,Coffee
101.26,27.53,29.0,27.12,58.0,6.02,142.17,Coffee
90.33,23.59,29.35,27.0,63.48,6.85,149.94,Coffee
89.41,14.09,30.28,26.49,59.46,6.55,159.29,Coffee
99.17,33.43,33.08,26.7,63.79,6.27,163.26,Coffee
103.76,28.03,31.23,26.07,73.5,6.72,168.73,Coffee
95.29,28.95,32.35,25.96,68.35,6.42,140.26,Coffee
102.12,29.4,30.45,27.11,56.69,6.32,156.16,Coffee
99.23,27.71,29.93,25.07,59.63,6.76,143.9,Coffee
97.97,22.98,32.14,25.74,71.28,6.81,138.98,Coffee
126.71,27.07,32.48,26.24,63.12,6.95,127.96,Coffee
103.68,18.38,29.56,24.59,61.79,6.88,159.62,Coffee
102.87,21.97,29.35,26.65,65.34,6.32,119.38,Coffee
92.73,30.23,33.04,24.34,61.54,7.44,158.31,Coffee
114.22,29.99,27.72,25.26,60.17,6.79,168.33,Coffee
104.09,10.32,26.72,22.77,60.88,6.84,155.66,Coffee
90.41,28.37,31.79,23.93,52.67,6.75,185.84,Coffee
117.0,27.82,28.18,26.61,57.74,6.46,107.12,Coffee
101.02,21.85,30.24,22.63,60.85,5.84,171.76,Coffee
105.22,23.61,31.41,24.28,60.36,7.05,88.11,Coffee
95.53,24.89,29.51,27.32,54.38,6.52,111.68,Coffee
115.1,23.77,28.9,25.43,63.18,6.88,202.96,Coffee
104.54,22.67,28.6,25.01,52.49,6.76,165.67,Coffee
93.87,20.96,33.79,23.72,49.66,6.32,119.19,Coffee
103.86,23.2,29.45,26.94,56.54,7.04,180.23,Coffee
95.44,28.69,29.4,26.66,52.14,6.13,142.17,Coffee
91.11,22.42,29.45,26.4,57.96,6.44,142.97,Coffee
92.31,20.33,25.97,25.59,57.16,7.11,121.05,Coffee
94.58,34.06,27.65,25.2,53.92,6.24,180.95,Coffee
101.71,25.67,25.76,25.95,65.79,7.18,163.37,Coffee
88.71,26.57,31.67,23.26,54.39,7.08,167.52,Coffee
84.51,28.98,30.24,26.48,56.83,6.99,166.88,Coffee
96.49,25.09,28.38,27.56,59.4,6.4,135.68,Coffee
